dataset,target_size,algorithm,r2,rmse,rpd,fold
lucas,128,pcal,0.29,64.91,1.19,8
lucas,128,pcal,0.29,64.91,1.19,9
lucas,128,pcal,0.29,64.91,1.19,10
lucas,128,pcal,0.29,64.91,1.19,11
lucas,128,pcal,0.29,64.91,1.19,12
lucas,128,pcal,0.29,64.91,1.19,13
lucas,128,pcal,0.29,64.91,1.19,14
lucas,128,pcal,0.29,64.91,1.19,15
lucas,128,pcal,0.29,64.91,1.19,16
lucas,128,pcal,0.29,64.91,1.19,17
lucas,128,pcal,0.29,64.91,1.19,18
lucas,128,pcal,0.29,64.91,1.19,19
lucas,64,pcal,0.09,73.49,1.05,0
lucas,64,pcal,0.09,73.49,1.05,1
lucas,64,pcal,0.09,73.49,1.05,2
lucas,64,pcal,0.09,73.49,1.05,3
lucas,64,pcal,0.09,73.49,1.05,4
lucas,64,pcal,0.09,73.49,1.05,5
lucas,64,pcal,0.09,73.49,1.05,6
lucas,64,pcal,0.09,73.49,1.05,7
lucas,64,pcal,0.09,73.49,1.05,8
lucas,64,pcal,0.09,73.49,1.05,9
lucas,64,pcal,0.09,73.49,1.05,10
lucas,64,pcal,0.09,73.49,1.05,11
lucas,64,pcal,0.09,73.49,1.05,12
lucas,64,pcal,0.09,73.49,1.05,13
lucas,64,pcal,0.09,73.49,1.05,14
lucas,64,pcal,0.09,73.49,1.05,15
lucas,64,pcal,0.09,73.49,1.05,16
lucas,64,pcal,0.09,73.49,1.05,17
lucas,64,pcal,0.09,73.49,1.05,18
lucas,64,pcal,0.09,73.49,1.05,19
lucas,32,pcal,0.04,75.73,1.02,0
lucas,32,pcal,0.04,75.73,1.02,1
lucas,32,pcal,0.04,75.73,1.02,2
lucas,32,pcal,0.04,75.73,1.02,3
lucas,32,pcal,0.04,75.73,1.02,4
lucas,32,pcal,0.04,75.73,1.02,5
lucas,32,pcal,0.04,75.73,1.02,6
lucas,32,pcal,0.04,75.73,1.02,7
lucas,32,pcal,0.04,75.73,1.02,8
lucas,32,pcal,0.04,75.73,1.02,9
lucas,32,pcal,0.04,75.73,1.02,10
lucas,32,pcal,0.04,75.73,1.02,11
lucas,32,pcal,0.04,75.73,1.02,12
lucas,32,pcal,0.04,75.73,1.02,13
lucas,32,pcal,0.04,75.73,1.02,14
lucas,32,pcal,0.04,75.73,1.02,15
lucas,32,pcal,0.04,75.73,1.02,16
lucas,32,pcal,0.04,75.73,1.02,17
lucas,32,pcal,0.04,75.73,1.02,18
lucas,32,pcal,0.04,75.73,1.02,19
lucas,16,pcal,0.03,76.01,1.02,0
lucas,16,pcal,0.03,76.01,1.02,1
lucas,16,pcal,0.03,76.01,1.02,2
lucas,16,pcal,0.03,76.01,1.02,3
lucas,16,pcal,0.03,76.01,1.02,4
lucas,16,pcal,0.03,76.01,1.02,5
lucas,16,pcal,0.03,76.01,1.02,6
lucas,16,pcal,0.03,76.01,1.02,7
lucas,16,pcal,0.03,76.01,1.02,8
lucas,16,pcal,0.03,76.01,1.02,9
lucas,16,pcal,0.03,76.01,1.02,10
lucas,16,pcal,0.03,76.01,1.02,11
lucas,16,pcal,0.03,76.01,1.02,12
lucas,16,pcal,0.03,76.01,1.02,13
lucas,16,pcal,0.03,76.01,1.02,14
lucas,16,pcal,0.03,76.01,1.02,15
lucas,16,pcal,0.03,76.01,1.02,16
lucas,16,pcal,0.03,76.01,1.02,17
lucas,16,pcal,0.03,76.01,1.02,18
lucas,16,pcal,0.03,76.01,1.02,19
lucas,8,pcal,0.02,76.47,1.01,0
lucas,8,pcal,0.02,76.47,1.01,1
lucas,8,pcal,0.02,76.47,1.01,2
lucas,8,pcal,0.02,76.47,1.01,3
lucas,8,pcal,0.02,76.47,1.01,4
lucas,8,pcal,0.02,76.47,1.01,5
lucas,8,pcal,0.02,76.47,1.01,6
lucas,8,pcal,0.02,76.47,1.01,7
lucas,8,pcal,0.02,76.47,1.01,8
lucas,8,pcal,0.02,76.47,1.01,9
lucas,8,pcal,0.02,76.47,1.01,10
lucas,8,pcal,0.02,76.47,1.01,11
lucas,8,pcal,0.02,76.47,1.01,12
lucas,8,pcal,0.02,76.47,1.01,13
lucas,8,pcal,0.02,76.47,1.01,14
lucas,8,pcal,0.02,76.47,1.01,15
lucas,8,pcal,0.02,76.47,1.01,16
lucas,8,pcal,0.02,76.47,1.01,17
lucas,8,pcal,0.02,76.47,1.01,18
lucas,8,pcal,0.02,76.47,1.01,19
lucas,512,bsnet,0.81,34.06,2.27,0
lucas,512,bsnet,0.81,34.06,2.27,1
lucas,512,bsnet,0.81,34.06,2.27,2
lucas,512,bsnet,0.81,34.06,2.27,3
lucas,512,bsnet,0.81,34.06,2.27,4
lucas,512,bsnet,0.81,34.06,2.27,5
lucas,512,bsnet,0.81,34.06,2.27,6
lucas,512,bsnet,0.81,34.06,2.27,7
lucas,512,bsnet,0.81,34.06,2.27,8
lucas,512,bsnet,0.81,34.06,2.27,9
lucas,512,bsnet,0.81,34.06,2.27,10
lucas,512,bsnet,0.81,34.06,2.27,11
lucas,512,bsnet,0.81,34.06,2.27,12
lucas,512,bsnet,0.81,34.06,2.27,13
lucas,512,bsnet,0.81,34.06,2.27,14
lucas,512,bsnet,0.81,34.06,2.27,15
lucas,512,bsnet,0.81,34.06,2.27,16
lucas,512,bsnet,0.81,34.06,2.27,17
lucas,512,bsnet,0.81,34.06,2.27,18
lucas,512,bsnet,0.81,34.06,2.27,19
lucas,256,bsnet,0.8,34.47,2.24,0
lucas,256,bsnet,0.8,34.47,2.24,1
lucas,256,bsnet,0.8,34.47,2.24,2
lucas,256,bsnet,0.8,34.47,2.24,3
lucas,256,bsnet,0.8,34.47,2.24,4
lucas,256,bsnet,0.8,34.47,2.24,5
lucas,256,bsnet,0.8,34.47,2.24,6
lucas,256,bsnet,0.8,34.47,2.24,7
lucas,256,bsnet,0.8,34.47,2.24,8
lucas,256,bsnet,0.8,34.47,2.24,9
lucas,256,bsnet,0.8,34.47,2.24,10
lucas,256,bsnet,0.8,34.47,2.24,11
lucas,256,bsnet,0.8,34.47,2.24,12
lucas,256,bsnet,0.8,34.47,2.24,13
lucas,256,bsnet,0.8,34.47,2.24,14
lucas,256,bsnet,0.8,34.47,2.24,15
lucas,256,bsnet,0.8,34.47,2.24,16
lucas,256,bsnet,0.8,34.47,2.24,17
lucas,256,bsnet,0.8,34.47,2.24,18
lucas,256,bsnet,0.8,34.47,2.24,19
lucas,128,bsnet,0.79,35.76,2.16,0
lucas,128,bsnet,0.79,35.76,2.16,1
lucas,128,bsnet,0.79,35.76,2.16,2
lucas,128,bsnet,0.79,35.76,2.16,3
lucas,128,bsnet,0.79,35.76,2.16,4
lucas,128,bsnet,0.79,35.76,2.16,5
lucas,128,bsnet,0.79,35.76,2.16,6
lucas,128,bsnet,0.79,35.76,2.16,7
lucas,128,bsnet,0.79,35.76,2.16,8
lucas,128,bsnet,0.79,35.76,2.16,9
lucas,128,bsnet,0.79,35.76,2.16,10
lucas,128,bsnet,0.79,35.76,2.16,11
lucas,128,bsnet,0.79,35.76,2.16,12
lucas,128,bsnet,0.79,35.76,2.16,13
lucas,128,bsnet,0.79,35.76,2.16,14
lucas,128,bsnet,0.79,35.76,2.16,15
lucas,128,bsnet,0.79,35.76,2.16,16
lucas,128,bsnet,0.79,35.76,2.16,17
lucas,128,bsnet,0.79,35.76,2.16,18
lucas,128,bsnet,0.79,35.76,2.16,19
lucas,64,bsnet,0.79,35.76,2.16,0
lucas,64,bsnet,0.79,35.76,2.16,1
lucas,64,bsnet,0.79,35.76,2.16,2
lucas,64,bsnet,0.79,35.76,2.16,3
lucas,64,bsnet,0.79,35.76,2.16,4
lucas,64,bsnet,0.79,35.76,2.16,5
lucas,64,bsnet,0.79,35.76,2.16,6
lucas,64,bsnet,0.79,35.76,2.16,7
lucas,64,bsnet,0.79,35.76,2.16,8
lucas,64,bsnet,0.79,35.76,2.16,9
lucas,64,bsnet,0.79,35.76,2.16,10
lucas,64,bsnet,0.79,35.76,2.16,11
lucas,64,bsnet,0.79,35.76,2.16,12
lucas,64,bsnet,0.79,35.76,2.16,13
lucas,64,bsnet,0.79,35.76,2.16,14
lucas,64,bsnet,0.79,35.76,2.16,15
lucas,64,bsnet,0.79,35.76,2.16,16
lucas,64,bsnet,0.79,35.76,2.16,17
lucas,64,bsnet,0.79,35.76,2.16,18
lucas,64,bsnet,0.79,35.76,2.16,19
lucas,32,bsnet,0.77,37.41,2.06,0
lucas,32,bsnet,0.77,37.41,2.06,1
lucas,32,bsnet,0.77,37.41,2.06,2
lucas,32,bsnet,0.77,37.41,2.06,3
lucas,32,bsnet,0.77,37.41,2.06,4
lucas,32,bsnet,0.77,37.41,2.06,5
lucas,32,bsnet,0.77,37.41,2.06,6
lucas,32,bsnet,0.77,37.41,2.06,7
lucas,32,bsnet,0.77,37.41,2.06,8
lucas,32,bsnet,0.77,37.41,2.06,9
lucas,32,bsnet,0.77,37.41,2.06,10
lucas,32,bsnet,0.77,37.41,2.06,11
lucas,32,bsnet,0.77,37.41,2.06,12
lucas,32,bsnet,0.77,37.41,2.06,13
lucas,32,bsnet,0.77,37.41,2.06,14
lucas,32,bsnet,0.77,37.41,2.06,15
lucas,32,bsnet,0.77,37.41,2.06,16
lucas,32,bsnet,0.77,37.41,2.06,17
lucas,32,bsnet,0.77,37.41,2.06,18
lucas,32,bsnet,0.77,37.41,2.06,19
lucas,16,bsnet,0.54,52.47,1.47,0
lucas,16,bsnet,0.54,52.47,1.47,1
lucas,16,bsnet,0.54,52.47,1.47,2
lucas,16,bsnet,0.54,52.47,1.47,3
lucas,16,bsnet,0.54,52.47,1.47,4
lucas,16,bsnet,0.54,52.47,1.47,5
lucas,16,bsnet,0.54,52.47,1.47,6
lucas,16,bsnet,0.54,52.47,1.47,7
lucas,16,bsnet,0.54,52.47,1.47,8
lucas,16,bsnet,0.54,52.47,1.47,9
lucas,16,bsnet,0.54,52.47,1.47,10
lucas,16,bsnet,0.54,52.47,1.47,11
lucas,16,bsnet,0.54,52.47,1.47,12
lucas,16,bsnet,0.54,52.47,1.47,13
lucas,16,bsnet,0.54,52.47,1.47,14
lucas,16,bsnet,0.54,52.47,1.47,15
lucas,16,bsnet,0.54,52.47,1.47,16
lucas,16,bsnet,0.54,52.47,1.47,17
lucas,16,bsnet,0.54,52.47,1.47,18
lucas,16,bsnet,0.54,52.47,1.47,19
lucas,8,bsnet,0.49,55.21,1.4,0
lucas,8,bsnet,0.49,55.21,1.4,1
lucas,8,bsnet,0.49,55.21,1.4,2
lucas,8,bsnet,0.49,55.21,1.4,3
lucas,8,bsnet,0.49,55.21,1.4,4
lucas,8,bsnet,0.49,55.21,1.4,5
lucas,8,bsnet,0.49,55.21,1.4,6
lucas,8,bsnet,0.49,55.21,1.4,7
lucas,8,bsnet,0.49,55.21,1.4,8
lucas,8,bsnet,0.49,55.21,1.4,9
lucas,8,bsnet,0.49,55.21,1.4,10
lucas,8,bsnet,0.49,55.21,1.4,11
lucas,8,bsnet,0.49,55.21,1.4,12
lucas,8,bsnet,0.49,55.21,1.4,13
lucas,8,bsnet,0.49,55.21,1.4,14
lucas,8,bsnet,0.49,55.21,1.4,15
lucas,8,bsnet,0.49,55.21,1.4,16
lucas,8,bsnet,0.49,55.21,1.4,17
lucas,8,bsnet,0.49,55.21,1.4,18
lucas,8,bsnet,0.49,55.21,1.4,19
