dataset,target_size,algorithm,r2,rmse,rpd,fold
lucas,64,v0,0.56,51.25,1.51,8
lucas,64,v0,0.56,51.25,1.51,9
lucas,64,v0,0.56,51.25,1.51,10
lucas,64,v0,0.56,51.25,1.51,11
lucas,64,v0,0.56,51.25,1.51,12
lucas,64,v0,0.56,51.25,1.51,13
lucas,64,v0,0.56,51.25,1.51,14
lucas,64,v0,0.56,51.25,1.51,15
lucas,64,v0,0.56,51.25,1.51,16
lucas,64,v0,0.56,51.25,1.51,17
lucas,64,v0,0.56,51.25,1.51,18
lucas,64,v0,0.56,51.25,1.51,19
lucas,32,v0,0.54,52.09,1.48,0
lucas,32,v0,0.54,52.09,1.48,1
lucas,32,v0,0.54,52.09,1.48,2
lucas,32,v0,0.54,52.09,1.48,3
lucas,32,v0,0.54,52.09,1.48,4
lucas,32,v0,0.54,52.09,1.48,5
lucas,32,v0,0.54,52.09,1.48,6
lucas,32,v0,0.54,52.09,1.48,7
lucas,32,v0,0.54,52.09,1.48,8
lucas,32,v0,0.54,52.09,1.48,9
lucas,32,v0,0.54,52.09,1.48,10
lucas,32,v0,0.54,52.09,1.48,11
lucas,32,v0,0.54,52.09,1.48,12
lucas,32,v0,0.54,52.09,1.48,13
lucas,32,v0,0.54,52.09,1.48,14
lucas,32,v0,0.54,52.09,1.48,15
lucas,32,v0,0.54,52.09,1.48,16
lucas,32,v0,0.54,52.09,1.48,17
lucas,32,v0,0.54,52.09,1.48,18
lucas,32,v0,0.54,52.09,1.48,19
lucas,16,v0,0.5,54.86,1.41,0
lucas,16,v0,0.5,54.86,1.41,1
lucas,16,v0,0.5,54.86,1.41,2
lucas,16,v0,0.5,54.86,1.41,3
lucas,16,v0,0.5,54.86,1.41,4
lucas,16,v0,0.5,54.86,1.41,5
lucas,16,v0,0.5,54.86,1.41,6
lucas,16,v0,0.5,54.86,1.41,7
lucas,16,v0,0.5,54.86,1.41,8
lucas,16,v0,0.5,54.86,1.41,9
lucas,16,v0,0.5,54.86,1.41,10
lucas,16,v0,0.5,54.86,1.41,11
lucas,16,v0,0.5,54.86,1.41,12
lucas,16,v0,0.5,54.86,1.41,13
lucas,16,v0,0.5,54.86,1.41,14
lucas,16,v0,0.5,54.86,1.41,15
lucas,16,v0,0.5,54.86,1.41,16
lucas,16,v0,0.5,54.86,1.41,17
lucas,16,v0,0.5,54.86,1.41,18
lucas,16,v0,0.5,54.86,1.41,19
lucas,8,v0,0.44,57.95,1.33,0
lucas,8,v0,0.44,57.95,1.33,1
lucas,8,v0,0.44,57.95,1.33,2
lucas,8,v0,0.44,57.95,1.33,3
lucas,8,v0,0.44,57.95,1.33,4
lucas,8,v0,0.44,57.95,1.33,5
lucas,8,v0,0.44,57.95,1.33,6
lucas,8,v0,0.44,57.95,1.33,7
lucas,8,v0,0.44,57.95,1.33,8
lucas,8,v0,0.44,57.95,1.33,9
lucas,8,v0,0.44,57.95,1.33,10
lucas,8,v0,0.44,57.95,1.33,11
lucas,8,v0,0.44,57.95,1.33,12
lucas,8,v0,0.44,57.95,1.33,13
lucas,8,v0,0.44,57.95,1.33,14
lucas,8,v0,0.44,57.95,1.33,15
lucas,8,v0,0.44,57.95,1.33,16
lucas,8,v0,0.44,57.95,1.33,17
lucas,8,v0,0.44,57.95,1.33,18
lucas,8,v0,0.44,57.95,1.33,19
lucas,512,v1,0.83,32.07,2.41,0
lucas,512,v1,0.83,32.07,2.41,1
lucas,512,v1,0.83,32.07,2.41,2
lucas,512,v1,0.83,32.07,2.41,3
lucas,512,v1,0.83,32.07,2.41,4
lucas,512,v1,0.83,32.07,2.41,5
lucas,512,v1,0.83,32.07,2.41,6
lucas,512,v1,0.83,32.07,2.41,7
lucas,512,v1,0.83,32.07,2.41,8
lucas,512,v1,0.83,32.07,2.41,9
lucas,512,v1,0.83,32.07,2.41,10
lucas,512,v1,0.83,32.07,2.41,11
lucas,512,v1,0.83,32.07,2.41,12
lucas,512,v1,0.83,32.07,2.41,13
lucas,512,v1,0.83,32.07,2.41,14
lucas,512,v1,0.83,32.07,2.41,15
lucas,512,v1,0.83,32.07,2.41,16
lucas,512,v1,0.83,32.07,2.41,17
lucas,512,v1,0.83,32.07,2.41,18
lucas,512,v1,0.83,32.07,2.41,19
lucas,256,v1,0.83,31.95,2.42,0
lucas,256,v1,0.83,31.95,2.42,1
lucas,256,v1,0.83,31.95,2.42,2
lucas,256,v1,0.83,31.95,2.42,3
lucas,256,v1,0.83,31.95,2.42,4
lucas,256,v1,0.83,31.95,2.42,5
lucas,256,v1,0.83,31.95,2.42,6
lucas,256,v1,0.83,31.95,2.42,7
lucas,256,v1,0.83,31.95,2.42,8
lucas,256,v1,0.83,31.95,2.42,9
lucas,256,v1,0.83,31.95,2.42,10
lucas,256,v1,0.83,31.95,2.42,11
lucas,256,v1,0.83,31.95,2.42,12
lucas,256,v1,0.83,31.95,2.42,13
lucas,256,v1,0.83,31.95,2.42,14
lucas,256,v1,0.83,31.95,2.42,15
lucas,256,v1,0.83,31.95,2.42,16
lucas,256,v1,0.83,31.95,2.42,17
lucas,256,v1,0.83,31.95,2.42,18
lucas,256,v1,0.83,31.95,2.42,19
lucas,128,v1,0.82,33.06,2.34,0
lucas,128,v1,0.82,33.06,2.34,1
lucas,128,v1,0.82,33.06,2.34,2
lucas,128,v1,0.82,33.06,2.34,3
lucas,128,v1,0.82,33.06,2.34,4
lucas,128,v1,0.82,33.06,2.34,5
lucas,128,v1,0.82,33.06,2.34,6
lucas,128,v1,0.82,33.06,2.34,7
lucas,128,v1,0.82,33.06,2.34,8
lucas,128,v1,0.82,33.06,2.34,9
lucas,128,v1,0.82,33.06,2.34,10
lucas,128,v1,0.82,33.06,2.34,11
lucas,128,v1,0.82,33.06,2.34,12
lucas,128,v1,0.82,33.06,2.34,13
lucas,128,v1,0.82,33.06,2.34,14
lucas,128,v1,0.82,33.06,2.34,15
lucas,128,v1,0.82,33.06,2.34,16
lucas,128,v1,0.82,33.06,2.34,17
lucas,128,v1,0.82,33.06,2.34,18
lucas,128,v1,0.82,33.06,2.34,19
lucas,64,v1,0.8,34.46,2.24,0
lucas,64,v1,0.8,34.46,2.24,1
lucas,64,v1,0.8,34.46,2.24,2
lucas,64,v1,0.8,34.46,2.24,3
lucas,64,v1,0.8,34.46,2.24,4
lucas,64,v1,0.8,34.46,2.24,5
lucas,64,v1,0.8,34.46,2.24,6
lucas,64,v1,0.8,34.46,2.24,7
lucas,64,v1,0.8,34.46,2.24,8
lucas,64,v1,0.8,34.46,2.24,9
lucas,64,v1,0.8,34.46,2.24,10
lucas,64,v1,0.8,34.46,2.24,11
lucas,64,v1,0.8,34.46,2.24,12
lucas,64,v1,0.8,34.46,2.24,13
lucas,64,v1,0.8,34.46,2.24,14
lucas,64,v1,0.8,34.46,2.24,15
lucas,64,v1,0.8,34.46,2.24,16
lucas,64,v1,0.8,34.46,2.24,17
lucas,64,v1,0.8,34.46,2.24,18
lucas,64,v1,0.8,34.46,2.24,19
lucas,32,v1,0.7,42.33,1.82,0
lucas,32,v1,0.7,42.33,1.82,1
lucas,32,v1,0.7,42.33,1.82,2
lucas,32,v1,0.7,42.33,1.82,3
lucas,32,v1,0.7,42.33,1.82,4
lucas,32,v1,0.7,42.33,1.82,5
lucas,32,v1,0.7,42.33,1.82,6
lucas,32,v1,0.7,42.33,1.82,7
lucas,32,v1,0.7,42.33,1.82,8
lucas,32,v1,0.7,42.33,1.82,9
lucas,32,v1,0.7,42.33,1.82,10
lucas,32,v1,0.7,42.33,1.82,11
lucas,32,v1,0.7,42.33,1.82,12
lucas,32,v1,0.7,42.33,1.82,13
lucas,32,v1,0.7,42.33,1.82,14
lucas,32,v1,0.7,42.33,1.82,15
lucas,32,v1,0.7,42.33,1.82,16
lucas,32,v1,0.7,42.33,1.82,17
lucas,32,v1,0.7,42.33,1.82,18
lucas,32,v1,0.7,42.33,1.82,19
lucas,16,v1,0.65,45.42,1.7,0
lucas,16,v1,0.65,45.42,1.7,1
lucas,16,v1,0.65,45.42,1.7,2
lucas,16,v1,0.65,45.42,1.7,3
lucas,16,v1,0.65,45.42,1.7,4
lucas,16,v1,0.65,45.42,1.7,5
lucas,16,v1,0.65,45.42,1.7,6
lucas,16,v1,0.65,45.42,1.7,7
lucas,16,v1,0.65,45.42,1.7,8
lucas,16,v1,0.65,45.42,1.7,9
lucas,16,v1,0.65,45.42,1.7,10
lucas,16,v1,0.65,45.42,1.7,11
lucas,16,v1,0.65,45.42,1.7,12
lucas,16,v1,0.65,45.42,1.7,13
lucas,16,v1,0.65,45.42,1.7,14
lucas,16,v1,0.65,45.42,1.7,15
lucas,16,v1,0.65,45.42,1.7,16
lucas,16,v1,0.65,45.42,1.7,17
lucas,16,v1,0.65,45.42,1.7,18
lucas,16,v1,0.65,45.42,1.7,19
lucas,8,v1,0.55,51.88,1.49,0
lucas,8,v1,0.55,51.88,1.49,1
lucas,8,v1,0.55,51.88,1.49,2
lucas,8,v1,0.55,51.88,1.49,3
lucas,8,v1,0.55,51.88,1.49,4
lucas,8,v1,0.55,51.88,1.49,5
lucas,8,v1,0.55,51.88,1.49,6
lucas,8,v1,0.55,51.88,1.49,7
lucas,8,v1,0.55,51.88,1.49,8
lucas,8,v1,0.55,51.88,1.49,9
lucas,8,v1,0.55,51.88,1.49,10
lucas,8,v1,0.55,51.88,1.49,11
lucas,8,v1,0.55,51.88,1.49,12
lucas,8,v1,0.55,51.88,1.49,13
lucas,8,v1,0.55,51.88,1.49,14
lucas,8,v1,0.55,51.88,1.49,15
lucas,8,v1,0.55,51.88,1.49,16
lucas,8,v1,0.55,51.88,1.49,17
lucas,8,v1,0.55,51.88,1.49,18
lucas,8,v1,0.55,51.88,1.49,19
lucas,512,v2,0.82,32.65,2.36,0
lucas,512,v2,0.82,32.65,2.36,1
lucas,512,v2,0.82,32.65,2.36,2
lucas,512,v2,0.82,32.65,2.36,3
lucas,512,v2,0.82,32.65,2.36,4
lucas,512,v2,0.82,32.65,2.36,5
lucas,512,v2,0.82,32.65,2.36,6
lucas,512,v2,0.82,32.65,2.36,7
lucas,512,v2,0.82,32.65,2.36,8
lucas,512,v2,0.82,32.65,2.36,9
lucas,512,v2,0.82,32.65,2.36,10
lucas,512,v2,0.82,32.65,2.36,11
lucas,512,v2,0.82,32.65,2.36,12
lucas,512,v2,0.82,32.65,2.36,13
lucas,512,v2,0.82,32.65,2.36,14
lucas,512,v2,0.82,32.65,2.36,15
lucas,512,v2,0.82,32.65,2.36,16
lucas,512,v2,0.82,32.65,2.36,17
lucas,512,v2,0.82,32.65,2.36,18
lucas,512,v2,0.82,32.65,2.36,19
lucas,256,v2,0.82,32.87,2.35,0
lucas,256,v2,0.82,32.87,2.35,1
lucas,256,v2,0.82,32.87,2.35,2
lucas,256,v2,0.82,32.87,2.35,3
lucas,256,v2,0.82,32.87,2.35,4
lucas,256,v2,0.82,32.87,2.35,5
lucas,256,v2,0.82,32.87,2.35,6
lucas,256,v2,0.82,32.87,2.35,7
lucas,256,v2,0.82,32.87,2.35,8
lucas,256,v2,0.82,32.87,2.35,9
lucas,256,v2,0.82,32.87,2.35,10
lucas,256,v2,0.82,32.87,2.35,11
lucas,256,v2,0.82,32.87,2.35,12
lucas,256,v2,0.82,32.87,2.35,13
lucas,256,v2,0.82,32.87,2.35,14
lucas,256,v2,0.82,32.87,2.35,15
lucas,256,v2,0.82,32.87,2.35,16
lucas,256,v2,0.82,32.87,2.35,17
lucas,256,v2,0.82,32.87,2.35,18
lucas,256,v2,0.82,32.87,2.35,19
lucas,128,v2,0.81,33.33,2.32,0
lucas,128,v2,0.81,33.33,2.32,1
lucas,128,v2,0.81,33.33,2.32,2
lucas,128,v2,0.81,33.33,2.32,3
lucas,128,v2,0.81,33.33,2.32,4
lucas,128,v2,0.81,33.33,2.32,5
lucas,128,v2,0.81,33.33,2.32,6
lucas,128,v2,0.81,33.33,2.32,7
lucas,128,v2,0.81,33.33,2.32,8
lucas,128,v2,0.81,33.33,2.32,9
lucas,128,v2,0.81,33.33,2.32,10
lucas,128,v2,0.81,33.33,2.32,11
lucas,128,v2,0.81,33.33,2.32,12
lucas,128,v2,0.81,33.33,2.32,13
lucas,128,v2,0.81,33.33,2.32,14
lucas,128,v2,0.81,33.33,2.32,15
lucas,128,v2,0.81,33.33,2.32,16
lucas,128,v2,0.81,33.33,2.32,17
lucas,128,v2,0.81,33.33,2.32,18
lucas,128,v2,0.81,33.33,2.32,19
lucas,64,v2,0.82,32.95,2.34,0
lucas,64,v2,0.82,32.95,2.34,1
lucas,64,v2,0.82,32.95,2.34,2
lucas,64,v2,0.82,32.95,2.34,3
lucas,64,v2,0.82,32.95,2.34,4
lucas,64,v2,0.82,32.95,2.34,5
lucas,64,v2,0.82,32.95,2.34,6
lucas,64,v2,0.82,32.95,2.34,7
lucas,64,v2,0.82,32.95,2.34,8
lucas,64,v2,0.82,32.95,2.34,9
lucas,64,v2,0.82,32.95,2.34,10
lucas,64,v2,0.82,32.95,2.34,11
lucas,64,v2,0.82,32.95,2.34,12
lucas,64,v2,0.82,32.95,2.34,13
lucas,64,v2,0.82,32.95,2.34,14
lucas,64,v2,0.82,32.95,2.34,15
lucas,64,v2,0.82,32.95,2.34,16
lucas,64,v2,0.82,32.95,2.34,17
lucas,64,v2,0.82,32.95,2.34,18
lucas,64,v2,0.82,32.95,2.34,19
lucas,32,v2,0.79,34.99,2.21,0
lucas,32,v2,0.79,34.99,2.21,1
lucas,32,v2,0.79,34.99,2.21,2
lucas,32,v2,0.79,34.99,2.21,3
lucas,32,v2,0.79,34.99,2.21,4
lucas,32,v2,0.79,34.99,2.21,5
lucas,32,v2,0.79,34.99,2.21,6
lucas,32,v2,0.79,34.99,2.21,7
lucas,32,v2,0.79,34.99,2.21,8
lucas,32,v2,0.79,34.99,2.21,9
lucas,32,v2,0.79,34.99,2.21,10
lucas,32,v2,0.79,34.99,2.21,11
lucas,32,v2,0.79,34.99,2.21,12
lucas,32,v2,0.79,34.99,2.21,13
lucas,32,v2,0.79,34.99,2.21,14
lucas,32,v2,0.79,34.99,2.21,15
lucas,32,v2,0.79,34.99,2.21,16
lucas,32,v2,0.79,34.99,2.21,17
lucas,32,v2,0.79,34.99,2.21,18
lucas,32,v2,0.79,34.99,2.21,19
lucas,16,v2,0.8,34.54,2.24,0
lucas,16,v2,0.8,34.54,2.24,1
lucas,16,v2,0.8,34.54,2.24,2
lucas,16,v2,0.8,34.54,2.24,3
lucas,16,v2,0.8,34.54,2.24,4
lucas,16,v2,0.8,34.54,2.24,5
lucas,16,v2,0.8,34.54,2.24,6
lucas,16,v2,0.8,34.54,2.24,7
lucas,16,v2,0.8,34.54,2.24,8
lucas,16,v2,0.8,34.54,2.24,9
lucas,16,v2,0.8,34.54,2.24,10
lucas,16,v2,0.8,34.54,2.24,11
lucas,16,v2,0.8,34.54,2.24,12
lucas,16,v2,0.8,34.54,2.24,13
lucas,16,v2,0.8,34.54,2.24,14
lucas,16,v2,0.8,34.54,2.24,15
lucas,16,v2,0.8,34.54,2.24,16
lucas,16,v2,0.8,34.54,2.24,17
lucas,16,v2,0.8,34.54,2.24,18
lucas,16,v2,0.8,34.54,2.24,19
lucas,8,v2,0.8,34.77,2.22,0
lucas,8,v2,0.8,34.77,2.22,1
lucas,8,v2,0.8,34.77,2.22,2
lucas,8,v2,0.8,34.77,2.22,3
lucas,8,v2,0.8,34.77,2.22,4
lucas,8,v2,0.8,34.77,2.22,5
lucas,8,v2,0.8,34.77,2.22,6
lucas,8,v2,0.8,34.77,2.22,7
lucas,8,v2,0.8,34.77,2.22,8
lucas,8,v2,0.8,34.77,2.22,9
lucas,8,v2,0.8,34.77,2.22,10
lucas,8,v2,0.8,34.77,2.22,11
lucas,8,v2,0.8,34.77,2.22,12
lucas,8,v2,0.8,34.77,2.22,13
lucas,8,v2,0.8,34.77,2.22,14
lucas,8,v2,0.8,34.77,2.22,15
lucas,8,v2,0.8,34.77,2.22,16
lucas,8,v2,0.8,34.77,2.22,17
lucas,8,v2,0.8,34.77,2.22,18
lucas,8,v2,0.8,34.77,2.22,19
lucas,512,v6,0.83,31.71,2.43,0
lucas,512,v6,0.83,31.71,2.43,1
lucas,512,v6,0.83,31.71,2.43,2
lucas,512,v6,0.83,31.71,2.43,3
lucas,512,v6,0.83,31.71,2.43,4
lucas,512,v6,0.83,31.71,2.43,5
lucas,512,v6,0.83,31.71,2.43,6
lucas,512,v6,0.83,31.71,2.43,7
lucas,512,v6,0.83,31.71,2.43,8
lucas,512,v6,0.83,31.71,2.43,9
lucas,512,v6,0.83,31.71,2.43,10
lucas,512,v6,0.83,31.71,2.43,11
lucas,512,v6,0.83,31.71,2.43,12
lucas,512,v6,0.83,31.71,2.43,13
lucas,512,v6,0.83,31.71,2.43,14
lucas,512,v6,0.83,31.71,2.43,15
lucas,512,v6,0.83,31.71,2.43,16
lucas,512,v6,0.83,31.71,2.43,17
lucas,512,v6,0.83,31.71,2.43,18
lucas,512,v6,0.83,31.71,2.43,19
lucas,256,v6,0.83,31.56,2.45,0
lucas,256,v6,0.83,31.56,2.45,1
lucas,256,v6,0.83,31.56,2.45,2
lucas,256,v6,0.83,31.56,2.45,3
lucas,256,v6,0.83,31.56,2.45,4
lucas,256,v6,0.83,31.56,2.45,5
lucas,256,v6,0.83,31.56,2.45,6
lucas,256,v6,0.83,31.56,2.45,7
lucas,256,v6,0.83,31.56,2.45,8
lucas,256,v6,0.83,31.56,2.45,9
lucas,256,v6,0.83,31.56,2.45,10
lucas,256,v6,0.83,31.56,2.45,11
lucas,256,v6,0.83,31.56,2.45,12
lucas,256,v6,0.83,31.56,2.45,13
lucas,256,v6,0.83,31.56,2.45,14
lucas,256,v6,0.83,31.56,2.45,15
lucas,256,v6,0.83,31.56,2.45,16
lucas,256,v6,0.83,31.56,2.45,17
lucas,256,v6,0.83,31.56,2.45,18
lucas,256,v6,0.83,31.56,2.45,19
lucas,128,v6,0.83,32.06,2.41,0
lucas,128,v6,0.83,32.06,2.41,1
lucas,128,v6,0.83,32.06,2.41,2
lucas,128,v6,0.83,32.06,2.41,3
lucas,128,v6,0.83,32.06,2.41,4
lucas,128,v6,0.83,32.06,2.41,5
lucas,128,v6,0.83,32.06,2.41,6
lucas,128,v6,0.83,32.06,2.41,7
lucas,128,v6,0.83,32.06,2.41,8
lucas,128,v6,0.83,32.06,2.41,9
lucas,128,v6,0.83,32.06,2.41,10
lucas,128,v6,0.83,32.06,2.41,11
lucas,128,v6,0.83,32.06,2.41,12
lucas,128,v6,0.83,32.06,2.41,13
lucas,128,v6,0.83,32.06,2.41,14
lucas,128,v6,0.83,32.06,2.41,15
lucas,128,v6,0.83,32.06,2.41,16
lucas,128,v6,0.83,32.06,2.41,17
lucas,128,v6,0.83,32.06,2.41,18
lucas,128,v6,0.83,32.06,2.41,19
lucas,64,v6,0.8,34.47,2.24,0
lucas,64,v6,0.8,34.47,2.24,1
lucas,64,v6,0.8,34.47,2.24,2
lucas,64,v6,0.8,34.47,2.24,3
lucas,64,v6,0.8,34.47,2.24,4
lucas,64,v6,0.8,34.47,2.24,5
lucas,64,v6,0.8,34.47,2.24,6
lucas,64,v6,0.8,34.47,2.24,7
lucas,64,v6,0.8,34.47,2.24,8
lucas,64,v6,0.8,34.47,2.24,9
lucas,64,v6,0.8,34.47,2.24,10
lucas,64,v6,0.8,34.47,2.24,11
lucas,64,v6,0.8,34.47,2.24,12
lucas,64,v6,0.8,34.47,2.24,13
lucas,64,v6,0.8,34.47,2.24,14
lucas,64,v6,0.8,34.47,2.24,15
lucas,64,v6,0.8,34.47,2.24,16
lucas,64,v6,0.8,34.47,2.24,17
lucas,64,v6,0.8,34.47,2.24,18
lucas,64,v6,0.8,34.47,2.24,19
lucas,32,v6,0.74,39.38,1.96,0
lucas,32,v6,0.74,39.38,1.96,1
lucas,32,v6,0.74,39.38,1.96,2
lucas,32,v6,0.74,39.38,1.96,3
lucas,32,v6,0.74,39.38,1.96,4
lucas,32,v6,0.74,39.38,1.96,5
lucas,32,v6,0.74,39.38,1.96,6
lucas,32,v6,0.74,39.38,1.96,7
lucas,32,v6,0.74,39.38,1.96,8
lucas,32,v6,0.74,39.38,1.96,9
lucas,32,v6,0.74,39.38,1.96,10
lucas,32,v6,0.74,39.38,1.96,11
lucas,32,v6,0.74,39.38,1.96,12
lucas,32,v6,0.74,39.38,1.96,13
lucas,32,v6,0.74,39.38,1.96,14
lucas,32,v6,0.74,39.38,1.96,15
lucas,32,v6,0.74,39.38,1.96,16
lucas,32,v6,0.74,39.38,1.96,17
lucas,32,v6,0.74,39.38,1.96,18
lucas,32,v6,0.74,39.38,1.96,19
lucas,16,v6,0.51,53.92,1.43,0
lucas,16,v6,0.51,53.92,1.43,1
lucas,16,v6,0.51,53.92,1.43,2
lucas,16,v6,0.51,53.92,1.43,3
lucas,16,v6,0.51,53.92,1.43,4
lucas,16,v6,0.51,53.92,1.43,5
lucas,16,v6,0.51,53.92,1.43,6
lucas,16,v6,0.51,53.92,1.43,7
lucas,16,v6,0.51,53.92,1.43,8
lucas,16,v6,0.51,53.92,1.43,9
lucas,16,v6,0.51,53.92,1.43,10
lucas,16,v6,0.51,53.92,1.43,11
lucas,16,v6,0.51,53.92,1.43,12
lucas,16,v6,0.51,53.92,1.43,13
lucas,16,v6,0.51,53.92,1.43,14
lucas,16,v6,0.51,53.92,1.43,15
lucas,16,v6,0.51,53.92,1.43,16
lucas,16,v6,0.51,53.92,1.43,17
lucas,16,v6,0.51,53.92,1.43,18
lucas,16,v6,0.51,53.92,1.43,19
lucas,8,v6,0.28,65.56,1.18,0
lucas,8,v6,0.28,65.56,1.18,1
lucas,8,v6,0.28,65.56,1.18,2
lucas,8,v6,0.28,65.56,1.18,3
lucas,8,v6,0.28,65.56,1.18,4
lucas,8,v6,0.28,65.56,1.18,5
lucas,8,v6,0.28,65.56,1.18,6
lucas,8,v6,0.28,65.56,1.18,7
lucas,8,v6,0.28,65.56,1.18,8
lucas,8,v6,0.28,65.56,1.18,9
lucas,8,v6,0.28,65.56,1.18,10
lucas,8,v6,0.28,65.56,1.18,11
lucas,8,v6,0.28,65.56,1.18,12
lucas,8,v6,0.28,65.56,1.18,13
lucas,8,v6,0.28,65.56,1.18,14
lucas,8,v6,0.28,65.56,1.18,15
lucas,8,v6,0.28,65.56,1.18,16
lucas,8,v6,0.28,65.56,1.18,17
lucas,8,v6,0.28,65.56,1.18,18
lucas,8,v6,0.28,65.56,1.18,19
lucas,512,v9,0.83,31.48,2.45,0
lucas,512,v9,0.83,31.48,2.45,1
lucas,512,v9,0.83,31.48,2.45,2
lucas,512,v9,0.83,31.48,2.45,3
lucas,512,v9,0.83,31.48,2.45,4
lucas,512,v9,0.83,31.48,2.45,5
lucas,512,v9,0.83,31.48,2.45,6
lucas,512,v9,0.83,31.48,2.45,7
lucas,512,v9,0.83,31.48,2.45,8
lucas,512,v9,0.83,31.48,2.45,9
lucas,512,v9,0.83,31.48,2.45,10
lucas,512,v9,0.83,31.48,2.45,11
lucas,512,v9,0.83,31.48,2.45,12
lucas,512,v9,0.83,31.48,2.45,13
lucas,512,v9,0.83,31.48,2.45,14
lucas,512,v9,0.83,31.48,2.45,15
lucas,512,v9,0.83,31.48,2.45,16
lucas,512,v9,0.83,31.48,2.45,17
lucas,512,v9,0.83,31.48,2.45,18
lucas,512,v9,0.83,31.48,2.45,19
lucas,256,v9,0.84,30.97,2.49,0
lucas,256,v9,0.84,30.97,2.49,1
lucas,256,v9,0.84,30.97,2.49,2
lucas,256,v9,0.84,30.97,2.49,3
lucas,256,v9,0.84,30.97,2.49,4
lucas,256,v9,0.84,30.97,2.49,5
lucas,256,v9,0.84,30.97,2.49,6
lucas,256,v9,0.84,30.97,2.49,7
lucas,256,v9,0.84,30.97,2.49,8
lucas,256,v9,0.84,30.97,2.49,9
lucas,256,v9,0.84,30.97,2.49,10
lucas,256,v9,0.84,30.97,2.49,11
lucas,256,v9,0.84,30.97,2.49,12
lucas,256,v9,0.84,30.97,2.49,13
lucas,256,v9,0.84,30.97,2.49,14
lucas,256,v9,0.84,30.97,2.49,15
lucas,256,v9,0.84,30.97,2.49,16
lucas,256,v9,0.84,30.97,2.49,17
lucas,256,v9,0.84,30.97,2.49,18
lucas,256,v9,0.84,30.97,2.49,19
lucas,128,v9,0.83,31.45,2.46,0
lucas,128,v9,0.83,31.45,2.46,1
lucas,128,v9,0.83,31.45,2.46,2
lucas,128,v9,0.83,31.45,2.46,3
lucas,128,v9,0.83,31.45,2.46,4
lucas,128,v9,0.83,31.45,2.46,5
