dataset,target_size,algorithm,r2,rmse,rpd,fold
lucas,128,v9,0.84,31.17,2.48,10
lucas,128,v9,0.84,31.17,2.48,11
lucas,128,v9,0.84,31.17,2.48,12
lucas,128,v9,0.84,31.17,2.48,13
lucas,128,v9,0.84,31.17,2.48,14
lucas,128,v9,0.84,31.17,2.48,15
lucas,128,v9,0.84,31.17,2.48,16
lucas,128,v9,0.84,31.17,2.48,17
lucas,128,v9,0.84,31.17,2.48,18
lucas,128,v9,0.84,31.17,2.48,19
lucas,64,v9,0.84,30.9,2.5,0
lucas,64,v9,0.84,30.9,2.5,1
lucas,64,v9,0.84,30.9,2.5,2
lucas,64,v9,0.84,30.9,2.5,3
lucas,64,v9,0.84,30.9,2.5,4
lucas,64,v9,0.84,30.9,2.5,5
lucas,64,v9,0.84,30.9,2.5,6
lucas,64,v9,0.84,30.9,2.5,7
lucas,64,v9,0.84,30.9,2.5,8
lucas,64,v9,0.84,30.9,2.5,9
lucas,64,v9,0.84,30.9,2.5,10
lucas,64,v9,0.84,30.9,2.5,11
lucas,64,v9,0.84,30.9,2.5,12
lucas,64,v9,0.84,30.9,2.5,13
lucas,64,v9,0.84,30.9,2.5,14
lucas,64,v9,0.84,30.9,2.5,15
lucas,64,v9,0.84,30.9,2.5,16
lucas,64,v9,0.84,30.9,2.5,17
lucas,64,v9,0.84,30.9,2.5,18
lucas,64,v9,0.84,30.9,2.5,19
lucas,32,v9,0.84,31.0,2.49,0
lucas,32,v9,0.84,31.0,2.49,1
lucas,32,v9,0.84,31.0,2.49,2
lucas,32,v9,0.84,31.0,2.49,3
lucas,32,v9,0.84,31.0,2.49,4
lucas,32,v9,0.84,31.0,2.49,5
lucas,32,v9,0.84,31.0,2.49,6
lucas,32,v9,0.84,31.0,2.49,7
lucas,32,v9,0.84,31.0,2.49,8
lucas,32,v9,0.84,31.0,2.49,9
lucas,32,v9,0.84,31.0,2.49,10
lucas,32,v9,0.84,31.0,2.49,11
lucas,32,v9,0.84,31.0,2.49,12
lucas,32,v9,0.84,31.0,2.49,13
lucas,32,v9,0.84,31.0,2.49,14
lucas,32,v9,0.84,31.0,2.49,15
lucas,32,v9,0.84,31.0,2.49,16
lucas,32,v9,0.84,31.0,2.49,17
lucas,32,v9,0.84,31.0,2.49,18
lucas,32,v9,0.84,31.0,2.49,19
lucas,16,v9,0.8,34.12,2.26,0
lucas,16,v9,0.8,34.12,2.26,1
lucas,16,v9,0.8,34.12,2.26,2
lucas,16,v9,0.8,34.12,2.26,3
lucas,16,v9,0.8,34.12,2.26,4
lucas,16,v9,0.8,34.12,2.26,5
lucas,16,v9,0.8,34.12,2.26,6
lucas,16,v9,0.8,34.12,2.26,7
lucas,16,v9,0.8,34.12,2.26,8
lucas,16,v9,0.8,34.12,2.26,9
lucas,16,v9,0.8,34.12,2.26,10
lucas,16,v9,0.8,34.12,2.26,11
lucas,16,v9,0.8,34.12,2.26,12
lucas,16,v9,0.8,34.12,2.26,13
lucas,16,v9,0.8,34.12,2.26,14
lucas,16,v9,0.8,34.12,2.26,15
lucas,16,v9,0.8,34.12,2.26,16
lucas,16,v9,0.8,34.12,2.26,17
lucas,16,v9,0.8,34.12,2.26,18
lucas,16,v9,0.8,34.12,2.26,19
lucas,8,v9,0.69,42.82,1.8,0
lucas,8,v9,0.69,42.82,1.8,1
lucas,8,v9,0.69,42.82,1.8,2
lucas,8,v9,0.69,42.82,1.8,3
lucas,8,v9,0.69,42.82,1.8,4
lucas,8,v9,0.69,42.82,1.8,5
lucas,8,v9,0.69,42.82,1.8,6
lucas,8,v9,0.69,42.82,1.8,7
lucas,8,v9,0.69,42.82,1.8,8
lucas,8,v9,0.69,42.82,1.8,9
lucas,8,v9,0.69,42.82,1.8,10
lucas,8,v9,0.69,42.82,1.8,11
lucas,8,v9,0.69,42.82,1.8,12
lucas,8,v9,0.69,42.82,1.8,13
lucas,8,v9,0.69,42.82,1.8,14
lucas,8,v9,0.69,42.82,1.8,15
lucas,8,v9,0.69,42.82,1.8,16
lucas,8,v9,0.69,42.82,1.8,17
lucas,8,v9,0.69,42.82,1.8,18
lucas,8,v9,0.69,42.82,1.8,19
