dataset,target_size,algorithm,r2,rmse,rpd,fold
lucas,128,v9,0.83,31.45,2.46,6
lucas,128,v9,0.83,31.45,2.46,7
lucas,128,v9,0.83,31.45,2.46,8
lucas,128,v9,0.83,31.45,2.46,9
lucas,128,v9,0.83,31.45,2.46,10
lucas,128,v9,0.83,31.45,2.46,11
lucas,128,v9,0.83,31.45,2.46,12
lucas,128,v9,0.83,31.45,2.46,13
lucas,128,v9,0.83,31.45,2.46,14
lucas,128,v9,0.83,31.45,2.46,15
lucas,128,v9,0.83,31.45,2.46,16
lucas,128,v9,0.83,31.45,2.46,17
lucas,128,v9,0.83,31.45,2.46,18
lucas,128,v9,0.83,31.45,2.46,19
lucas,64,v9,0.83,32.18,2.4,0
lucas,64,v9,0.83,32.18,2.4,1
lucas,64,v9,0.83,32.18,2.4,2
lucas,64,v9,0.83,32.18,2.4,3
lucas,64,v9,0.83,32.18,2.4,4
lucas,64,v9,0.83,32.18,2.4,5
lucas,64,v9,0.83,32.18,2.4,6
lucas,64,v9,0.83,32.18,2.4,7
lucas,64,v9,0.83,32.18,2.4,8
lucas,64,v9,0.83,32.18,2.4,9
lucas,64,v9,0.83,32.18,2.4,10
lucas,64,v9,0.83,32.18,2.4,11
lucas,64,v9,0.83,32.18,2.4,12
lucas,64,v9,0.83,32.18,2.4,13
lucas,64,v9,0.83,32.18,2.4,14
lucas,64,v9,0.83,32.18,2.4,15
lucas,64,v9,0.83,32.18,2.4,16
lucas,64,v9,0.83,32.18,2.4,17
lucas,64,v9,0.83,32.18,2.4,18
lucas,64,v9,0.83,32.18,2.4,19
lucas,32,v9,0.63,46.91,1.65,0
lucas,32,v9,0.63,46.91,1.65,1
lucas,32,v9,0.63,46.91,1.65,2
lucas,32,v9,0.63,46.91,1.65,3
lucas,32,v9,0.63,46.91,1.65,4
lucas,32,v9,0.63,46.91,1.65,5
lucas,32,v9,0.63,46.91,1.65,6
lucas,32,v9,0.63,46.91,1.65,7
lucas,32,v9,0.63,46.91,1.65,8
lucas,32,v9,0.63,46.91,1.65,9
lucas,32,v9,0.63,46.91,1.65,10
lucas,32,v9,0.63,46.91,1.65,11
lucas,32,v9,0.63,46.91,1.65,12
lucas,32,v9,0.63,46.91,1.65,13
lucas,32,v9,0.63,46.91,1.65,14
lucas,32,v9,0.63,46.91,1.65,15
lucas,32,v9,0.63,46.91,1.65,16
lucas,32,v9,0.63,46.91,1.65,17
lucas,32,v9,0.63,46.91,1.65,18
lucas,32,v9,0.63,46.91,1.65,19
lucas,16,v9,0.64,46.01,1.68,0
lucas,16,v9,0.64,46.01,1.68,1
lucas,16,v9,0.64,46.01,1.68,2
lucas,16,v9,0.64,46.01,1.68,3
lucas,16,v9,0.64,46.01,1.68,4
lucas,16,v9,0.64,46.01,1.68,5
lucas,16,v9,0.64,46.01,1.68,6
lucas,16,v9,0.64,46.01,1.68,7
lucas,16,v9,0.64,46.01,1.68,8
lucas,16,v9,0.64,46.01,1.68,9
lucas,16,v9,0.64,46.01,1.68,10
lucas,16,v9,0.64,46.01,1.68,11
lucas,16,v9,0.64,46.01,1.68,12
lucas,16,v9,0.64,46.01,1.68,13
lucas,16,v9,0.64,46.01,1.68,14
lucas,16,v9,0.64,46.01,1.68,15
lucas,16,v9,0.64,46.01,1.68,16
lucas,16,v9,0.64,46.01,1.68,17
lucas,16,v9,0.64,46.01,1.68,18
lucas,16,v9,0.64,46.01,1.68,19
lucas,8,v9,0.57,50.81,1.52,0
lucas,8,v9,0.57,50.81,1.52,1
lucas,8,v9,0.57,50.81,1.52,2
lucas,8,v9,0.57,50.81,1.52,3
lucas,8,v9,0.57,50.81,1.52,4
lucas,8,v9,0.57,50.81,1.52,5
lucas,8,v9,0.57,50.81,1.52,6
lucas,8,v9,0.57,50.81,1.52,7
lucas,8,v9,0.57,50.81,1.52,8
lucas,8,v9,0.57,50.81,1.52,9
lucas,8,v9,0.57,50.81,1.52,10
lucas,8,v9,0.57,50.81,1.52,11
lucas,8,v9,0.57,50.81,1.52,12
lucas,8,v9,0.57,50.81,1.52,13
lucas,8,v9,0.57,50.81,1.52,14
lucas,8,v9,0.57,50.81,1.52,15
lucas,8,v9,0.57,50.81,1.52,16
lucas,8,v9,0.57,50.81,1.52,17
lucas,8,v9,0.57,50.81,1.52,18
lucas,8,v9,0.57,50.81,1.52,19
