dataset,target_size,algorithm,r2,rmse,rpd,fold
lucas,16,v6,0.82,33.07,2.33,13
lucas,16,v6,0.82,33.07,2.33,14
lucas,16,v6,0.82,33.07,2.33,15
lucas,16,v6,0.82,33.07,2.33,16
lucas,16,v6,0.82,33.07,2.33,17
lucas,16,v6,0.82,33.07,2.33,18
lucas,16,v6,0.82,33.07,2.33,19
lucas,8,v6,0.77,37.41,2.06,0
lucas,8,v6,0.77,37.41,2.06,1
lucas,8,v6,0.77,37.41,2.06,2
lucas,8,v6,0.77,37.41,2.06,3
lucas,8,v6,0.77,37.41,2.06,4
lucas,8,v6,0.77,37.41,2.06,5
lucas,8,v6,0.77,37.41,2.06,6
lucas,8,v6,0.77,37.41,2.06,7
lucas,8,v6,0.77,37.41,2.06,8
lucas,8,v6,0.77,37.41,2.06,9
lucas,8,v6,0.77,37.41,2.06,10
lucas,8,v6,0.77,37.41,2.06,11
lucas,8,v6,0.77,37.41,2.06,12
lucas,8,v6,0.77,37.41,2.06,13
lucas,8,v6,0.77,37.41,2.06,14
lucas,8,v6,0.77,37.41,2.06,15
lucas,8,v6,0.77,37.41,2.06,16
lucas,8,v6,0.77,37.41,2.06,17
lucas,8,v6,0.77,37.41,2.06,18
lucas,8,v6,0.77,37.41,2.06,19
