dataset,target_size,algorithm,r2,rmse,rpd,fold
lucas,26,v10,0.82,32.41,2.38,4
lucas,26,v10,0.82,32.41,2.38,5
lucas,26,v10,0.82,32.41,2.38,6
lucas,26,v10,0.82,32.41,2.38,7
lucas,26,v10,0.82,32.41,2.38,8
lucas,26,v10,0.82,32.41,2.38,9
lucas,26,v10,0.82,32.41,2.38,10
lucas,26,v10,0.82,32.41,2.38,11
lucas,26,v10,0.82,32.41,2.38,12
lucas,26,v10,0.82,32.41,2.38,13
lucas,26,v10,0.82,32.41,2.38,14
lucas,26,v10,0.82,32.41,2.38,15
lucas,26,v10,0.82,32.41,2.38,16
lucas,26,v10,0.82,32.41,2.38,17
lucas,26,v10,0.82,32.41,2.38,18
lucas,26,v10,0.82,32.41,2.38,19
lucas,25,v10,0.82,32.4,2.38,0
lucas,25,v10,0.82,32.4,2.38,1
lucas,25,v10,0.82,32.4,2.38,2
lucas,25,v10,0.82,32.4,2.38,3
lucas,25,v10,0.82,32.4,2.38,4
lucas,25,v10,0.82,32.4,2.38,5
lucas,25,v10,0.82,32.4,2.38,6
lucas,25,v10,0.82,32.4,2.38,7
lucas,25,v10,0.82,32.4,2.38,8
lucas,25,v10,0.82,32.4,2.38,9
lucas,25,v10,0.82,32.4,2.38,10
lucas,25,v10,0.82,32.4,2.38,11
lucas,25,v10,0.82,32.4,2.38,12
lucas,25,v10,0.82,32.4,2.38,13
lucas,25,v10,0.82,32.4,2.38,14
lucas,25,v10,0.82,32.4,2.38,15
lucas,25,v10,0.82,32.4,2.38,16
lucas,25,v10,0.82,32.4,2.38,17
lucas,25,v10,0.82,32.4,2.38,18
lucas,25,v10,0.82,32.4,2.38,19
lucas,24,v10,0.82,32.31,2.39,0
lucas,24,v10,0.82,32.31,2.39,1
lucas,24,v10,0.82,32.31,2.39,2
lucas,24,v10,0.82,32.31,2.39,3
lucas,24,v10,0.82,32.31,2.39,4
lucas,24,v10,0.82,32.31,2.39,5
lucas,24,v10,0.82,32.31,2.39,6
lucas,24,v10,0.82,32.31,2.39,7
lucas,24,v10,0.82,32.31,2.39,8
lucas,24,v10,0.82,32.31,2.39,9
lucas,24,v10,0.82,32.31,2.39,10
lucas,24,v10,0.82,32.31,2.39,11
lucas,24,v10,0.82,32.31,2.39,12
lucas,24,v10,0.82,32.31,2.39,13
lucas,24,v10,0.82,32.31,2.39,14
lucas,24,v10,0.82,32.31,2.39,15
lucas,24,v10,0.82,32.31,2.39,16
lucas,24,v10,0.82,32.31,2.39,17
lucas,24,v10,0.82,32.31,2.39,18
lucas,24,v10,0.82,32.31,2.39,19
lucas,23,v10,0.82,32.3,2.39,0
lucas,23,v10,0.82,32.3,2.39,1
lucas,23,v10,0.82,32.3,2.39,2
lucas,23,v10,0.82,32.3,2.39,3
lucas,23,v10,0.82,32.3,2.39,4
lucas,23,v10,0.82,32.3,2.39,5
lucas,23,v10,0.82,32.3,2.39,6
lucas,23,v10,0.82,32.3,2.39,7
lucas,23,v10,0.82,32.3,2.39,8
lucas,23,v10,0.82,32.3,2.39,9
lucas,23,v10,0.82,32.3,2.39,10
lucas,23,v10,0.82,32.3,2.39,11
lucas,23,v10,0.82,32.3,2.39,12
lucas,23,v10,0.82,32.3,2.39,13
lucas,23,v10,0.82,32.3,2.39,14
lucas,23,v10,0.82,32.3,2.39,15
lucas,23,v10,0.82,32.3,2.39,16
lucas,23,v10,0.82,32.3,2.39,17
lucas,23,v10,0.82,32.3,2.39,18
lucas,23,v10,0.82,32.3,2.39,19
lucas,22,v10,0.82,32.34,2.39,0
lucas,22,v10,0.82,32.34,2.39,1
lucas,22,v10,0.82,32.34,2.39,2
lucas,22,v10,0.82,32.34,2.39,3
lucas,22,v10,0.82,32.34,2.39,4
lucas,22,v10,0.82,32.34,2.39,5
lucas,22,v10,0.82,32.34,2.39,6
lucas,22,v10,0.82,32.34,2.39,7
lucas,22,v10,0.82,32.34,2.39,8
lucas,22,v10,0.82,32.34,2.39,9
lucas,22,v10,0.82,32.34,2.39,10
lucas,22,v10,0.82,32.34,2.39,11
lucas,22,v10,0.82,32.34,2.39,12
lucas,22,v10,0.82,32.34,2.39,13
lucas,22,v10,0.82,32.34,2.39,14
lucas,22,v10,0.82,32.34,2.39,15
lucas,22,v10,0.82,32.34,2.39,16
lucas,22,v10,0.82,32.34,2.39,17
lucas,22,v10,0.82,32.34,2.39,18
lucas,22,v10,0.82,32.34,2.39,19
lucas,21,v10,0.82,32.34,2.39,0
lucas,21,v10,0.82,32.34,2.39,1
lucas,21,v10,0.82,32.34,2.39,2
lucas,21,v10,0.82,32.34,2.39,3
lucas,21,v10,0.82,32.34,2.39,4
lucas,21,v10,0.82,32.34,2.39,5
lucas,21,v10,0.82,32.34,2.39,6
lucas,21,v10,0.82,32.34,2.39,7
lucas,21,v10,0.82,32.34,2.39,8
lucas,21,v10,0.82,32.34,2.39,9
lucas,21,v10,0.82,32.34,2.39,10
lucas,21,v10,0.82,32.34,2.39,11
lucas,21,v10,0.82,32.34,2.39,12
lucas,21,v10,0.82,32.34,2.39,13
lucas,21,v10,0.82,32.34,2.39,14
lucas,21,v10,0.82,32.34,2.39,15
lucas,21,v10,0.82,32.34,2.39,16
lucas,21,v10,0.82,32.34,2.39,17
lucas,21,v10,0.82,32.34,2.39,18
lucas,21,v10,0.82,32.34,2.39,19
lucas,20,v10,0.82,32.34,2.39,0
lucas,20,v10,0.82,32.34,2.39,1
lucas,20,v10,0.82,32.34,2.39,2
lucas,20,v10,0.82,32.34,2.39,3
lucas,20,v10,0.82,32.34,2.39,4
lucas,20,v10,0.82,32.34,2.39,5
lucas,20,v10,0.82,32.34,2.39,6
lucas,20,v10,0.82,32.34,2.39,7
lucas,20,v10,0.82,32.34,2.39,8
lucas,20,v10,0.82,32.34,2.39,9
lucas,20,v10,0.82,32.34,2.39,10
lucas,20,v10,0.82,32.34,2.39,11
lucas,20,v10,0.82,32.34,2.39,12
lucas,20,v10,0.82,32.34,2.39,13
lucas,20,v10,0.82,32.34,2.39,14
lucas,20,v10,0.82,32.34,2.39,15
lucas,20,v10,0.82,32.34,2.39,16
lucas,20,v10,0.82,32.34,2.39,17
lucas,20,v10,0.82,32.34,2.39,18
lucas,20,v10,0.82,32.34,2.39,19
lucas,19,v10,0.82,32.37,2.39,0
lucas,19,v10,0.82,32.37,2.39,1
lucas,19,v10,0.82,32.37,2.39,2
lucas,19,v10,0.82,32.37,2.39,3
lucas,19,v10,0.82,32.37,2.39,4
lucas,19,v10,0.82,32.37,2.39,5
lucas,19,v10,0.82,32.37,2.39,6
lucas,19,v10,0.82,32.37,2.39,7
lucas,19,v10,0.82,32.37,2.39,8
lucas,19,v10,0.82,32.37,2.39,9
lucas,19,v10,0.82,32.37,2.39,10
lucas,19,v10,0.82,32.37,2.39,11
lucas,19,v10,0.82,32.37,2.39,12
lucas,19,v10,0.82,32.37,2.39,13
lucas,19,v10,0.82,32.37,2.39,14
lucas,19,v10,0.82,32.37,2.39,15
lucas,19,v10,0.82,32.37,2.39,16
lucas,19,v10,0.82,32.37,2.39,17
lucas,19,v10,0.82,32.37,2.39,18
lucas,19,v10,0.82,32.37,2.39,19
lucas,18,v10,0.81,33.92,2.28,0
lucas,18,v10,0.81,33.92,2.28,1
lucas,18,v10,0.81,33.92,2.28,2
lucas,18,v10,0.81,33.92,2.28,3
lucas,18,v10,0.81,33.92,2.28,4
lucas,18,v10,0.81,33.92,2.28,5
lucas,18,v10,0.81,33.92,2.28,6
lucas,18,v10,0.81,33.92,2.28,7
lucas,18,v10,0.81,33.92,2.28,8
lucas,18,v10,0.81,33.92,2.28,9
lucas,18,v10,0.81,33.92,2.28,10
lucas,18,v10,0.81,33.92,2.28,11
lucas,18,v10,0.81,33.92,2.28,12
lucas,18,v10,0.81,33.92,2.28,13
lucas,18,v10,0.81,33.92,2.28,14
lucas,18,v10,0.81,33.92,2.28,15
lucas,18,v10,0.81,33.92,2.28,16
lucas,18,v10,0.81,33.92,2.28,17
lucas,18,v10,0.81,33.92,2.28,18
lucas,18,v10,0.81,33.92,2.28,19
lucas,17,v10,0.81,34.01,2.27,0
lucas,17,v10,0.81,34.01,2.27,1
lucas,17,v10,0.81,34.01,2.27,2
lucas,17,v10,0.81,34.01,2.27,3
lucas,17,v10,0.81,34.01,2.27,4
lucas,17,v10,0.81,34.01,2.27,5
lucas,17,v10,0.81,34.01,2.27,6
lucas,17,v10,0.81,34.01,2.27,7
lucas,17,v10,0.81,34.01,2.27,8
lucas,17,v10,0.81,34.01,2.27,9
lucas,17,v10,0.81,34.01,2.27,10
lucas,17,v10,0.81,34.01,2.27,11
lucas,17,v10,0.81,34.01,2.27,12
lucas,17,v10,0.81,34.01,2.27,13
lucas,17,v10,0.81,34.01,2.27,14
lucas,17,v10,0.81,34.01,2.27,15
lucas,17,v10,0.81,34.01,2.27,16
lucas,17,v10,0.81,34.01,2.27,17
lucas,17,v10,0.81,34.01,2.27,18
lucas,17,v10,0.81,34.01,2.27,19
lucas,16,v10,0.8,34.12,2.26,0
lucas,16,v10,0.8,34.12,2.26,1
lucas,16,v10,0.8,34.12,2.26,2
lucas,16,v10,0.8,34.12,2.26,3
lucas,16,v10,0.8,34.12,2.26,4
lucas,16,v10,0.8,34.12,2.26,5
lucas,16,v10,0.8,34.12,2.26,6
lucas,16,v10,0.8,34.12,2.26,7
lucas,16,v10,0.8,34.12,2.26,8
lucas,16,v10,0.8,34.12,2.26,9
lucas,16,v10,0.8,34.12,2.26,10
lucas,16,v10,0.8,34.12,2.26,11
lucas,16,v10,0.8,34.12,2.26,12
lucas,16,v10,0.8,34.12,2.26,13
lucas,16,v10,0.8,34.12,2.26,14
lucas,16,v10,0.8,34.12,2.26,15
lucas,16,v10,0.8,34.12,2.26,16
lucas,16,v10,0.8,34.12,2.26,17
lucas,16,v10,0.8,34.12,2.26,18
lucas,16,v10,0.8,34.12,2.26,19
lucas,15,v10,0.81,34.02,2.27,0
lucas,15,v10,0.81,34.02,2.27,1
lucas,15,v10,0.81,34.02,2.27,2
lucas,15,v10,0.81,34.02,2.27,3
lucas,15,v10,0.81,34.02,2.27,4
lucas,15,v10,0.81,34.02,2.27,5
lucas,15,v10,0.81,34.02,2.27,6
lucas,15,v10,0.81,34.02,2.27,7
lucas,15,v10,0.81,34.02,2.27,8
lucas,15,v10,0.81,34.02,2.27,9
lucas,15,v10,0.81,34.02,2.27,10
lucas,15,v10,0.81,34.02,2.27,11
lucas,15,v10,0.81,34.02,2.27,12
lucas,15,v10,0.81,34.02,2.27,13
lucas,15,v10,0.81,34.02,2.27,14
lucas,15,v10,0.81,34.02,2.27,15
lucas,15,v10,0.81,34.02,2.27,16
lucas,15,v10,0.81,34.02,2.27,17
lucas,15,v10,0.81,34.02,2.27,18
lucas,15,v10,0.81,34.02,2.27,19
lucas,14,v10,0.81,33.89,2.28,0
lucas,14,v10,0.81,33.89,2.28,1
lucas,14,v10,0.81,33.89,2.28,2
lucas,14,v10,0.81,33.89,2.28,3
lucas,14,v10,0.81,33.89,2.28,4
lucas,14,v10,0.81,33.89,2.28,5
lucas,14,v10,0.81,33.89,2.28,6
lucas,14,v10,0.81,33.89,2.28,7
lucas,14,v10,0.81,33.89,2.28,8
lucas,14,v10,0.81,33.89,2.28,9
lucas,14,v10,0.81,33.89,2.28,10
lucas,14,v10,0.81,33.89,2.28,11
lucas,14,v10,0.81,33.89,2.28,12
lucas,14,v10,0.81,33.89,2.28,13
lucas,14,v10,0.81,33.89,2.28,14
lucas,14,v10,0.81,33.89,2.28,15
lucas,14,v10,0.81,33.89,2.28,16
lucas,14,v10,0.81,33.89,2.28,17
lucas,14,v10,0.81,33.89,2.28,18
lucas,14,v10,0.81,33.89,2.28,19
lucas,13,v10,0.81,33.99,2.27,0
lucas,13,v10,0.81,33.99,2.27,1
lucas,13,v10,0.81,33.99,2.27,2
lucas,13,v10,0.81,33.99,2.27,3
lucas,13,v10,0.81,33.99,2.27,4
lucas,13,v10,0.81,33.99,2.27,5
lucas,13,v10,0.81,33.99,2.27,6
lucas,13,v10,0.81,33.99,2.27,7
lucas,13,v10,0.81,33.99,2.27,8
lucas,13,v10,0.81,33.99,2.27,9
lucas,13,v10,0.81,33.99,2.27,10
lucas,13,v10,0.81,33.99,2.27,11
lucas,13,v10,0.81,33.99,2.27,12
lucas,13,v10,0.81,33.99,2.27,13
lucas,13,v10,0.81,33.99,2.27,14
lucas,13,v10,0.81,33.99,2.27,15
lucas,13,v10,0.81,33.99,2.27,16
lucas,13,v10,0.81,33.99,2.27,17
lucas,13,v10,0.81,33.99,2.27,18
lucas,13,v10,0.81,33.99,2.27,19
lucas,12,v10,0.81,34.06,2.27,0
lucas,12,v10,0.81,34.06,2.27,1
lucas,12,v10,0.81,34.06,2.27,2
lucas,12,v10,0.81,34.06,2.27,3
lucas,12,v10,0.81,34.06,2.27,4
lucas,12,v10,0.81,34.06,2.27,5
lucas,12,v10,0.81,34.06,2.27,6
lucas,12,v10,0.81,34.06,2.27,7
lucas,12,v10,0.81,34.06,2.27,8
lucas,12,v10,0.81,34.06,2.27,9
lucas,12,v10,0.81,34.06,2.27,10
lucas,12,v10,0.81,34.06,2.27,11
lucas,12,v10,0.81,34.06,2.27,12
lucas,12,v10,0.81,34.06,2.27,13
lucas,12,v10,0.81,34.06,2.27,14
lucas,12,v10,0.81,34.06,2.27,15
lucas,12,v10,0.81,34.06,2.27,16
lucas,12,v10,0.81,34.06,2.27,17
lucas,12,v10,0.81,34.06,2.27,18
lucas,12,v10,0.81,34.06,2.27,19
lucas,11,v10,0.8,34.43,2.24,0
lucas,11,v10,0.8,34.43,2.24,1
lucas,11,v10,0.8,34.43,2.24,2
lucas,11,v10,0.8,34.43,2.24,3
lucas,11,v10,0.8,34.43,2.24,4
lucas,11,v10,0.8,34.43,2.24,5
lucas,11,v10,0.8,34.43,2.24,6
lucas,11,v10,0.8,34.43,2.24,7
lucas,11,v10,0.8,34.43,2.24,8
lucas,11,v10,0.8,34.43,2.24,9
lucas,11,v10,0.8,34.43,2.24,10
lucas,11,v10,0.8,34.43,2.24,11
lucas,11,v10,0.8,34.43,2.24,12
lucas,11,v10,0.8,34.43,2.24,13
lucas,11,v10,0.8,34.43,2.24,14
lucas,11,v10,0.8,34.43,2.24,15
lucas,11,v10,0.8,34.43,2.24,16
lucas,11,v10,0.8,34.43,2.24,17
lucas,11,v10,0.8,34.43,2.24,18
lucas,11,v10,0.8,34.43,2.24,19
lucas,10,v10,0.8,34.28,2.25,0
lucas,10,v10,0.8,34.28,2.25,1
lucas,10,v10,0.8,34.28,2.25,2
lucas,10,v10,0.8,34.28,2.25,3
lucas,10,v10,0.8,34.28,2.25,4
lucas,10,v10,0.8,34.28,2.25,5
lucas,10,v10,0.8,34.28,2.25,6
lucas,10,v10,0.8,34.28,2.25,7
lucas,10,v10,0.8,34.28,2.25,8
lucas,10,v10,0.8,34.28,2.25,9
lucas,10,v10,0.8,34.28,2.25,10
lucas,10,v10,0.8,34.28,2.25,11
lucas,10,v10,0.8,34.28,2.25,12
lucas,10,v10,0.8,34.28,2.25,13
lucas,10,v10,0.8,34.28,2.25,14
lucas,10,v10,0.8,34.28,2.25,15
lucas,10,v10,0.8,34.28,2.25,16
lucas,10,v10,0.8,34.28,2.25,17
lucas,10,v10,0.8,34.28,2.25,18
lucas,10,v10,0.8,34.28,2.25,19
lucas,9,v10,0.8,34.14,2.26,0
lucas,9,v10,0.8,34.14,2.26,1
lucas,9,v10,0.8,34.14,2.26,2
lucas,9,v10,0.8,34.14,2.26,3
lucas,9,v10,0.8,34.14,2.26,4
lucas,9,v10,0.8,34.14,2.26,5
lucas,9,v10,0.8,34.14,2.26,6
lucas,9,v10,0.8,34.14,2.26,7
lucas,9,v10,0.8,34.14,2.26,8
lucas,9,v10,0.8,34.14,2.26,9
lucas,9,v10,0.8,34.14,2.26,10
lucas,9,v10,0.8,34.14,2.26,11
lucas,9,v10,0.8,34.14,2.26,12
lucas,9,v10,0.8,34.14,2.26,13
lucas,9,v10,0.8,34.14,2.26,14
lucas,9,v10,0.8,34.14,2.26,15
lucas,9,v10,0.8,34.14,2.26,16
lucas,9,v10,0.8,34.14,2.26,17
lucas,9,v10,0.8,34.14,2.26,18
lucas,9,v10,0.8,34.14,2.26,19
lucas,8,v10,0.69,42.82,1.8,0
lucas,8,v10,0.69,42.82,1.8,1
lucas,8,v10,0.69,42.82,1.8,2
lucas,8,v10,0.69,42.82,1.8,3
lucas,8,v10,0.69,42.82,1.8,4
lucas,8,v10,0.69,42.82,1.8,5
lucas,8,v10,0.69,42.82,1.8,6
lucas,8,v10,0.69,42.82,1.8,7
lucas,8,v10,0.69,42.82,1.8,8
lucas,8,v10,0.69,42.82,1.8,9
lucas,8,v10,0.69,42.82,1.8,10
lucas,8,v10,0.69,42.82,1.8,11
lucas,8,v10,0.69,42.82,1.8,12
lucas,8,v10,0.69,42.82,1.8,13
lucas,8,v10,0.69,42.82,1.8,14
lucas,8,v10,0.69,42.82,1.8,15
lucas,8,v10,0.69,42.82,1.8,16
lucas,8,v10,0.69,42.82,1.8,17
lucas,8,v10,0.69,42.82,1.8,18
lucas,8,v10,0.69,42.82,1.8,19
lucas,7,v10,0.69,42.9,1.8,0
lucas,7,v10,0.69,42.9,1.8,1
lucas,7,v10,0.69,42.9,1.8,2
lucas,7,v10,0.69,42.9,1.8,3
lucas,7,v10,0.69,42.9,1.8,4
lucas,7,v10,0.69,42.9,1.8,5
lucas,7,v10,0.69,42.9,1.8,6
lucas,7,v10,0.69,42.9,1.8,7
lucas,7,v10,0.69,42.9,1.8,8
lucas,7,v10,0.69,42.9,1.8,9
lucas,7,v10,0.69,42.9,1.8,10
lucas,7,v10,0.69,42.9,1.8,11
lucas,7,v10,0.69,42.9,1.8,12
lucas,7,v10,0.69,42.9,1.8,13
lucas,7,v10,0.69,42.9,1.8,14
lucas,7,v10,0.69,42.9,1.8,15
lucas,7,v10,0.69,42.9,1.8,16
lucas,7,v10,0.69,42.9,1.8,17
lucas,7,v10,0.69,42.9,1.8,18
lucas,7,v10,0.69,42.9,1.8,19
lucas,6,v10,0.7,41.94,1.84,0
lucas,6,v10,0.7,41.94,1.84,1
lucas,6,v10,0.7,41.94,1.84,2
lucas,6,v10,0.7,41.94,1.84,3
lucas,6,v10,0.7,41.94,1.84,4
lucas,6,v10,0.7,41.94,1.84,5
lucas,6,v10,0.7,41.94,1.84,6
lucas,6,v10,0.7,41.94,1.84,7
lucas,6,v10,0.7,41.94,1.84,8
lucas,6,v10,0.7,41.94,1.84,9
lucas,6,v10,0.7,41.94,1.84,10
lucas,6,v10,0.7,41.94,1.84,11
lucas,6,v10,0.7,41.94,1.84,12
lucas,6,v10,0.7,41.94,1.84,13
lucas,6,v10,0.7,41.94,1.84,14
lucas,6,v10,0.7,41.94,1.84,15
lucas,6,v10,0.7,41.94,1.84,16
lucas,6,v10,0.7,41.94,1.84,17
lucas,6,v10,0.7,41.94,1.84,18
lucas,6,v10,0.7,41.94,1.84,19
lucas,5,v10,0.69,43.06,1.79,0
lucas,5,v10,0.69,43.06,1.79,1
lucas,5,v10,0.69,43.06,1.79,2
lucas,5,v10,0.69,43.06,1.79,3
lucas,5,v10,0.69,43.06,1.79,4
lucas,5,v10,0.69,43.06,1.79,5
lucas,5,v10,0.69,43.06,1.79,6
lucas,5,v10,0.69,43.06,1.79,7
lucas,5,v10,0.69,43.06,1.79,8
lucas,5,v10,0.69,43.06,1.79,9
lucas,5,v10,0.69,43.06,1.79,10
lucas,5,v10,0.69,43.06,1.79,11
lucas,5,v10,0.69,43.06,1.79,12
lucas,5,v10,0.69,43.06,1.79,13
lucas,5,v10,0.69,43.06,1.79,14
lucas,5,v10,0.69,43.06,1.79,15
lucas,5,v10,0.69,43.06,1.79,16
lucas,5,v10,0.69,43.06,1.79,17
lucas,5,v10,0.69,43.06,1.79,18
lucas,5,v10,0.69,43.06,1.79,19
